student_id,study_hours,attendance,previous_score,assingment_created,sleep_hours,internet_access,extra_curicular_activities,Parental_control,final_result 
62,3.7215115350042742,78.57748388509582,57.05587700645662,9.046884029535908,7.334085351925432,1,0,0,pass
63,2.3404975389909577,88.28365622542567,53.78863631014346,1.509413542027429,5.57693731144778,0,1,1,fail
64,2.205690063878994,100.0,73.40621948313058,6.200135746549539,4.634616376991621,1,0,1,pass
65,5.218788733591297,54.52985511149188,39.04556780156372,4.173783621434519,6.743943428783528,1,0,1,fail
66,6.0343600428562345,74.21289215905426,38.7333709119152,2.544561446868258,5.943486835692077,1,1,0,fail
67,3.891984817629499,70.85497057433673,74.50359116122576,11.0715590916468,7.6570044135839685,0,0,0,pass
68,5.5052993468380365,81.50624528941444,72.31679026266347,1.565054538442701,7.520548190453979,0,0,0,pass
69,4.542454037571451,78.23503156400427,67.05098983807265,22.851485722177053,7.016176023636042,0,1,0,pass
70,3.0323203680923134,69.7118063589507,51.80129892915295,9.605315728124378,8.777889748665261,0,0,1,pass
71,4.5420934082626205,68.38646717083716,76.15744451873186,-11.395406977396899,6.992526785364436,1,1,1,fail
72,6.307054849698954,58.25323717223929,75.20454338090714,-1.7654970898298235,5.250218988464924,1,0,1,pass
73,3.9462609413350727,89.81792373609764,66.27956772571181,3.970775994906683,6.731626910014701,0,1,0,pass
74,6.346965483721009,81.88806272399295,47.34018438095343,0.4449683571203692,8.405161320226012,0,1,1,pass
75,0.07038234386538367,88.76652296692706,58.6212748140574,6.868734189721679,4.738894392447349,1,0,0,fail
76,5.232853756562836,70.34405795286729,77.56750516286664,7.970167048338736,6.8871564075400284,0,1,1,pass
77,4.130570602357257,65.14746796958354,84.9078683420268,-13.595869857989646,7.690554441470747,0,1,1,fail
78,3.551488974301199,58.82527400056158,60.10195094935507,12.810775447164946,10.0,1,1,1,pass
79,4.137641164803253,80.38376375610989,61.25490548287606,-4.9681746548604435,8.449909164313127,0,1,0,fail
80,1.0186466280986606,59.403101632076485,62.574663379624084,-5.959045058647572,7.159139660037383,1,0,1,fail
81,3.670492168243732,100.0,69.12339513366459,-5.991223927055405,7.624911071616336,1,0,1,fail
82,4.53566885726762,55.38536128359839,56.283990499099644,8.08576405990583,4.722765567658089,1,0,0,pass
83,6.216841067112274,79.10490178818753,30.0,-2.67067698147786,5.7403333769128455,0,1,1,fail
84,3.222594672589529,98.50282060820679,82.89153502470646,-6.635516443377075,7.781146805332757,0,0,0,fail
85,2.7872595956602186,83.98634638895713,91.92033420743824,-4.239591574435372,7.193400875987582,0,1,0,fail
86,3.2473644346231954,77.6351056873767,55.81400210591431,-17.94691658915877,7.346489423916871,0,0,0,fail
87,5.373103176553111,60.47274529557157,49.00019946621839,-8.421637639514868,7.040937584412833,1,0,1,fail
88,4.493126664489527,54.27346217148444,62.94349216414667,-12.395835486530995,6.993890922902183,0,0,0,fail
89,3.2053596943494416,86.55075163376378,62.18744174406841,-2.6916933049589122,7.123516778174557,1,0,0,fail
90,4.769901149670034,97.5922086116242,79.93277865744439,6.641932702735924,5.732757778882234,1,0,0,pass
91,4.14561632402206,68.41725014282743,65.81959162467557,5.538759009332271,6.725287633186081,1,0,0,pass
92,5.452967485799334,57.91407738575474,53.11065754443225,12.56750497546583,5.50707444228539,1,0,1,pass
93,2.9469203591839714,40.0,45.223858241629266,10.339758172966206,6.25648425191411,0,0,1,fail
94,3.508506780103348,60.28852734506194,77.9845127722951,-5.285967149183771,8.43508601104544,1,0,0,fail
95,3.4118377703017635,73.2951473625144,73.99266861746375,0.19071400753713186,6.783097227402924,0,0,0,fail
96,1.8047275778018221,98.98684861255101,80.90839817137729,-0.32556094221418586,7.71500737033697,1,1,1,pass
97,4.444180415596864,85.09700538349453,50.47719873918359,-21.510526827218868,7.13835346493506,1,0,1,fail
98,4.391582908269834,79.5762810706013,92.57655349292494,-12.172595369097444,6.538129999728071,1,0,1,fail
99,4.0076701849636915,68.99820508048303,38.84458239414145,-1.6728667715111238,5.7897175520698925,1,0,0,fail
100,3.64811929993728,66.25251424116065,75.6440153210222,-1.7289643514080841,6.51993321710877,0,0,1,fail
101,1.8769438869243786,96.08471396261945,36.35625849204648,5.12325054205167,7.219814135176629,1,0,0,fail
102,3.3690320158519613,78.01107811137584,53.14502927452298,4.6364162953584795,7.696184132949112,1,1,0,fail
103,3.485928225209846,43.460989621184666,88.41534395671938,-17.706925020997353,7.146804237468744,0,0,1,fail
104,2.796584096167572,64.89690528154136,77.47046381713984,5.1859673445753005,7.779376381534853,1,0,0,fail
105,3.7580714325009863,62.1267595234256,56.80669376769227,1.7858720645376371,5.175795876928353,1,0,1,fail
106,4.606076285221808,66.80603986233803,57.21744435767468,6.233731816446291,8.039995069100202,1,0,1,pass
107,6.829278851815795,83.44365990427627,66.50933166253164,10.668655876415894,5.646092391157656,1,0,0,pass
108,4.261866719247759,73.38832677308626,72.71211486141084,-1.4288297278797173,8.180205540589625,1,0,1,fail
109,4.386325586084147,73.84701889494507,83.77369074024045,12.455882369800797,7.602887012095412,0,0,0,pass
110,3.8883311263507494,94.70209741987856,58.15648993087258,-8.894004538930465,4.755772525426041,0,0,1,fail
111,1.1218431770514377,64.55308365319968,40.82322404769198,-9.457381203722186,7.884355389021915,1,0,1,fail
112,3.9602291868261745,100.0,67.3545294057314,4.287721901355411,8.194116807799494,1,1,1,pass
113,4.09034531491154,64.93038612943371,58.138537437374076,-3.687675453051798,8.509454152415087,1,1,0,fail
114,7.694863168727929,76.33797294918857,45.49049442877329,2.616325646189695,6.077682059072773,1,0,1,pass
115,3.7114585528283164,70.78194606895849,69.46503372969191,19.929821198444916,7.215293010484632,1,0,0,pass
116,4.452321013500419,76.85128700251441,61.803293688608164,3.934950735039757,7.83333925965845,1,0,1,pass
117,3.947932345442135,81.66887992609693,69.59768309704691,2.1216953886411956,7.883592240894495,0,0,1,pass
118,2.246982943570702,81.50752860133315,51.58333699719229,-8.692203786518473,7.491424914235562,0,1,1,fail
119,5.71423422177253,63.7032400406913,72.30065795488248,-16.999798066243464,6.488036507852053,1,0,1,fail
120,5.127899549030161,58.15627983828644,45.243527048675325,-0.7254661527351064,8.185532504930977,1,1,1,fail
121,5.18654792056457,100.0,52.58402915455125,10.668702466081964,8.19258396017742,1,0,0,pass
122,2.635918817807892,67.7402349059917,61.356286533690835,-3.22938007060674,6.814866032684077,1,0,1,fail
123,6.104191466404149,85.4881865800798,91.12727622439571,4.01462499205369,6.059734235150726,1,1,1,pass
124,1.8972234058115784,50.88538034215205,76.7723805282274,14.264972727185825,6.1265159929622275,0,0,1,pass
125,4.880285640700405,70.80580920142985,81.15788756401685,14.0151631323036,8.637781258398654,0,0,0,pass
126,7.285683438714968,73.09200924026335,86.25615550014717,4.288158876017825,8.140814061902113,1,1,0,pass
127,2.514195512303967,82.09222604891748,100.0,1.7010647865734285,6.975952260735965,1,1,0,pass
128,3.150553405595842,40.0,65.6238360133765,-15.186330490030757,6.760992150974803,1,1,1,fail
129,4.1494770476314615,77.49210919617497,86.30601384694783,-6.301946441769405,4.878175886973187,1,0,1,fail
130,3.244786518825701,57.75387816948161,80.18952881602911,-2.8075580801807307,6.89871867474629,1,0,1,fail
131,1.6740048534008007,79.86518566792385,79.94048754961288,-8.523316114341522,5.570661814534991,1,0,1,fail
132,4.102844462209041,59.45506204742756,91.61359427060272,2.484532629527643,7.19079937179011,1,1,1,pass
133,2.4065444294108427,62.16775956111628,58.71030453523285,19.11648183486101,8.42229669611373,1,0,1,pass
134,4.710388645952772,70.89558584410098,57.51972464095431,15.177615926616166,5.823458136433071,1,0,0,pass
135,2.620863648649295,59.21505795595207,69.79648270222792,2.438798618312071,7.286304112465641,0,1,1,fail
136,6.324901607526309,67.86698329896967,62.259503421171694,7.794340720248285,8.197335714411912,0,1,1,pass
137,2.825120061495644,57.09936347185027,69.7775127949726,-7.28604315356119,7.2643544743267014,1,1,1,fail
138,3.5169077256914867,47.502443224519084,88.44123177579517,14.640893506688016,6.3712204457796915,1,0,1,pass
139,5.220275826054505,90.2693557864404,57.82779915940583,-15.619665959451805,7.012463686326536,0,0,1,fail
140,2.153703525349067,55.55926960764107,60.429815561094046,9.128281610861624,8.148698454673452,1,1,0,fail
141,4.341189901906194,72.31978668588025,67.61466505289866,4.955897101997747,7.31509343187693,1,1,0,pass
142,5.960714131423642,86.29336622240677,61.57522360962246,-7.558593867544245,6.995955300927588,1,0,1,fail
143,1.5887751481581587,65.77583846225936,36.28991257979769,-2.0878675673793774,8.387371751453951,1,0,0,fail
144,4.276950787798456,62.62251150381693,56.29808535951591,-11.342527031560595,7.617901443940508,0,0,1,fail
145,4.389824191372635,78.39357133001133,75.31059863356256,-10.916400478022322,5.556517085260063,1,0,1,fail
146,5.172734307665966,91.76900734090728,86.5632012639897,-15.9105400062393,7.757695194378394,0,0,1,fail
147,2.144573933682877,57.460271023702965,47.680721486934104,7.675139022007115,8.13947050573872,0,0,1,fail
148,2.0193150803735858,72.74778251973842,47.610764011537356,12.05344969426681,5.515220335495014,1,0,1,pass
149,4.782912348425347,49.01258107549009,65.45350704076003,-21.61807863813426,4.277512604960053,1,0,1,fail
150,4.445477009849779,69.10198494476715,33.86607402683245,18.38305516151506,5.749680797465978,1,0,1,pass
151,4.375739275518815,75.51307026807113,58.32544695519309,-0.12008236636839759,6.877000374779662,1,0,1,fail
152,4.519672314245463,62.18063037367401,38.9593691067291,2.8985320487683808,8.211746014057521,0,1,1,fail
153,2.979962917632264,68.14512249262152,85.53591949763698,-14.724128355850763,5.930857558980246,1,0,0,fail
154,4.348380545741505,53.87659847538825,53.460032684743936,13.20825750164865,7.666144319985361,1,1,1,pass
155,4.439608709948022,76.15617917072241,89.7925127950854,2.002500931668341,4.0,1,1,0,pass
156,2.928472872960448,90.83541373324725,81.70282030187508,11.388262397712992,7.216368064432096,1,0,1,pass
157,6.798661766717135,58.542841953443045,55.30524053453875,12.208583206477435,6.511911455337484,1,0,1,pass
158,4.710749381367681,65.65992350171426,48.92060544730884,13.348744227212702,9.518318537967279,0,0,1,pass
159,2.213044754196027,82.53819369681273,62.09681376248617,-6.482807758522028,4.729496455320815,0,0,0,fail
160,4.984830412950744,93.18136078984105,63.43030063612695,-2.0796200789320447,6.982598220634925,1,0,1,pass
161,2.537977494659018,52.60215281686603,70.19220415928602,-6.117020747295147,4.722134378050706,1,0,1,fail
162,5.1806269056136784,72.46822893876076,53.351850657047315,8.950964627412832,6.340350720205059,0,0,1,pass
163,5.737893368511106,79.24696233479287,76.19592310283305,3.328892293637407,4.958614041275247,0,1,1,pass
164,2.7689765224724345,73.46915414056728,68.97992082499849,10.691448640132379,9.760946488108992,1,0,1,pass
165,5.445064193866482,40.0,59.89407264926204,11.127388030572323,6.573342558326814,1,1,1,pass
166,4.619171390404747,82.51635013963158,54.319390168729655,-17.272594909389078,6.746764608027979,1,0,0,fail
167,5.233090239991735,97.79004526635967,62.22672525351971,13.507701305538724,6.948719529873635,1,1,1,pass
168,6.845189473980922,76.74992626754255,52.74648122258646,9.508609577657172,5.641267848654899,0,0,0,pass
169,3.631917825995694,59.53340920058605,65.87658042325381,-3.6922488318549753,8.266286480392932,1,0,1,fail
170,2.8693957534637655,67.30309130453576,66.28158027829865,3.497927665296289,7.7682329745836105,1,0,0,fail
171,2.665728355561715,100.0,68.9256092521451,-1.2366957158270404,8.101526035206136,1,0,0,fail
172,2.776284572551843,88.64943811290838,91.4936361450778,6.160556786311759,5.538445741556452,0,0,1,pass
173,3.8843474358788437,84.60039927576494,63.01332920450641,-3.7139638070487635,8.36237825829286,1,0,1,fail
174,4.511727962224966,80.34618875301564,80.06896800686724,4.789272411691076,8.22380953519157,0,0,0,pass
175,4.415036198995028,65.08294331713542,68.44381095463552,0.67305304659352,6.721128358011019,1,1,1,pass
176,5.240774873554036,71.99143229016347,61.42633547152319,-4.321939034953052,8.074025290652276,1,0,1,fail
177,4.0195028378168605,73.83115896482227,63.21261095073149,1.901362449020588,7.327205947953145,1,1,1,pass
178,6.1803011157359755,83.24361474096666,64.11760386247924,27.064695734887575,5.08720056143083,1,0,1,pass
179,3.603014750143066,97.63378341400355,69.19651561592325,-6.8553662982568175,6.780632917705552,1,0,1,fail
180,8.080253749884427,91.77507205189693,50.61018852171545,-2.499435912615692,6.422187954664423,1,0,0,pass
181,4.938501021647509,53.70923466305939,43.0198942483255,-6.681123996330307,7.102503145657473,1,0,1,fail
182,2.7142636653755763,78.35992453351574,74.81446090211413,-5.632163855275838,8.22535154527997,1,1,1,fail
183,2.3936612529083314,86.05145017751846,78.47185748871888,8.15774353385358,5.0303903973633455,0,0,1,pass
184,4.723708622864778,84.28290495216953,76.18453749204204,7.158824596360679,6.467706510351476,0,0,1,pass
185,3.664805822011224,65.56149354918871,67.32458027834709,-0.05863503321309755,6.013795080446392,0,1,1,fail
186,5.071000741138138,100.0,76.50836941179934,10.262965852691119,6.065330433627152,1,1,0,pass
187,4.709856436860317,55.84373156503322,75.70143539025713,7.934432954943102,6.0122691413997185,1,0,0,pass
188,3.890756631014691,58.75217330000925,76.81444038432431,-1.623341860262142,7.081804426576524,1,1,1,fail
189,2.7298094228973926,78.50392621892364,52.106887679868294,-15.33864741794206,7.627810543404807,1,0,1,fail
190,1.7277291629712028,100.0,48.545723042680535,8.297830079490026,7.4179899506674305,1,0,0,fail
191,3.3302275718994685,62.45707723943744,59.17146129871594,1.696646210019749,7.222801849070987,0,1,1,fail
192,5.284598191485209,71.01257451529511,64.73923835686017,0.22223463700592005,7.746093385390772,1,1,0,fail
193,4.321140616195306,91.1594050952354,61.37118309301566,-4.660480200097155,9.856391360212466,1,1,0,fail
194,2.131391831932018,74.732067676684,36.849645029931864,7.44648949116316,7.163069697176665,0,0,1,fail
195,4.259771388776773,69.98094218204557,90.82538918202712,3.484962524285009,8.225366083375928,1,0,1,pass
196,4.577976069593255,83.4844935283008,60.88931016671397,-2.3682804280229677,8.157020121485424,1,1,0,fail
197,2.6742138456983007,79.0877698534439,67.5905662486543,-12.254545472189115,9.133352995636741,1,0,0,fail
198,4.230587658918292,90.45658178455187,83.66823486144588,10.679291018800763,7.672622637940086,0,1,1,pass
199,4.087313077669,94.37203333598045,30.0,6.04905223155877,5.986820582831279,1,0,0,fail
200,2.2855445532540655,79.60504590008043,57.32459192132432,2.554028999455957,7.365858305226254,0,0,0,fail
201,4.536681040522425,79.37599088067464,59.19324089630293,-26.567739951139977,7.3013664921010575,0,0,1,fail
202,4.841176789552351,78.211664734292,59.95534931824033,-0.3789425711605988,7.978219130545331,1,1,1,pass
203,5.624576864762916,82.33695834973932,62.39770113929071,-2.412037034756634,5.951923996600694,1,0,1,pass
204,5.5807030780523545,75.82755956807196,86.70702197667268,-6.184956850543406,8.519585288751543,1,0,0,fail
205,1.9334959480643636,74.99087276516566,75.10188313590834,7.5423527856428425,7.006284578968144,1,0,0,pass
206,2.593262440127316,92.94940681240864,79.37052902943245,7.148600341672774,8.007255104718078,1,0,1,pass
207,4.77255290081299,97.74174270532565,65.70680407716385,4.368247171923879,7.371607789688359,1,1,1,pass
208,4.770678926368313,52.386705830498684,44.00940430781748,10.378909147677426,7.147108933984002,1,1,1,pass
209,4.772571529459071,75.15031727610854,33.804544472809894,-10.222985140338425,7.2806276925805244,1,1,0,fail
210,9.779097235982082,64.66958349832149,42.05888415152553,-4.536540567693066,7.806390413657468,0,0,1,pass
211,4.85633576603975,70.33542800270891,70.3964855624903,0.7479226318580581,9.350385752885703,1,0,0,pass
212,5.703348460270899,81.03774314602983,65.47654569046452,-6.2200201922791525,4.579147138205255,1,1,1,fail
213,5.431002645239803,85.04157557313702,61.84754528665989,7.2716922170354215,7.648003538708866,1,1,1,pass
214,4.977086876958697,73.31810334582983,59.47134639889795,-5.222008481316952,7.0527613552008965,1,1,0,fail
215,3.5270961330394814,46.299894979157955,95.17582363164121,12.983700044467545,6.787472119354475,1,0,1,pass
216,5.138453830739901,60.52431629135731,52.65644613535289,-9.311594017501898,4.164066132246959,1,0,1,fail
217,2.8407621781936423,88.44749505300248,78.91729184174088,21.31983649500617,7.696249217506021,0,1,1,pass
218,3.6447720898899867,40.0,65.0286940403149,20.29297355602423,6.850035235742424,0,1,1,pass
219,3.271954678256345,92.81140727523,64.08590732321005,-0.9475314631534462,5.998685838788353,1,1,0,fail
220,4.122811209079484,82.81844985966812,82.64956322925116,11.461704509257483,7.050975967260983,1,1,0,pass
221,7.471987850010263,94.74264122295034,86.93795574037168,-4.00428060508607,6.6486517227221436,1,0,1,pass
222,1.1991022111123781,72.02146219678559,61.40675814672743,10.13286498231345,4.909128199578211,1,0,1,pass
223,5.02939028556177,44.07891863965642,76.98804078863213,-1.759783314567708,7.105821662989751,0,1,1,fail
224,1.5809261932155225,81.45543962259747,70.4583704322508,-12.85439898508484,7.696088235640016,0,0,1,fail
225,3.29210220131585,94.11979686057512,65.11155708214872,-35.32818187678899,6.340919902383128,0,1,1,fail
226,5.633425895451049,88.87082708270131,68.06382413985538,-2.687134460706104,7.314055399222148,1,0,1,pass
227,4.096420028643194,65.05962774767947,54.67986777732743,2.7906250868529265,7.129734369472197,1,0,1,fail
228,2.3833828331060407,76.3014161319397,60.408509100033726,13.303164260362166,8.25459066708493,0,0,0,pass
229,2.9270444361100476,67.00745596830114,56.290470803709404,0.3662503215139047,6.875569127597592,1,0,1,fail
230,5.019396623402014,62.711003037159415,78.52065074643379,10.029101347175889,7.961310206992277,1,1,0,pass
231,2.904450052424295,89.33082856769776,63.57198326688406,-4.539415472215269,6.6239766930173705,0,1,1,fail
232,4.324687884372962,57.03701533102257,45.534289630774424,-3.3727896953144523,9.360786353794227,0,0,1,fail
233,4.06835775985572,61.59275354127581,54.148441652553686,10.540356825285855,6.475790081632135,1,1,1,pass
234,3.0225994785912746,58.43961549791422,30.0,-24.64674484669272,6.178001050801238,1,0,1,fail
235,7.215916133987989,52.6462871505143,57.58261097176777,0.12983828902915837,6.8794094566672745,0,0,0,pass
236,4.950878533477017,77.19621437763905,65.56467597645724,-3.9996134955586493,6.126377313387312,0,0,1,fail
237,0.962286120013589,92.42254572722965,62.957962266995395,13.606112048522842,5.501612279327398,1,1,1,pass
238,4.279681472154142,72.22684865632101,94.70231527297088,-5.2824629497982,7.87312282510945,1,1,0,fail
239,3.0073203028474182,52.4137829915375,73.62359061372555,5.165849695700944,4.0,1,0,0,fail
240,5.278650002194336,87.59916809613041,72.95677779633726,9.215169693346942,6.138959972800726,1,0,0,pass
241,2.811218892350949,100.0,40.35096448144583,-14.925959941304104,5.389883302537896,1,1,0,fail
242,3.8278953377996516,65.30636513780108,59.53036918824301,-1.3937030827390118,7.170603280232634,1,0,1,fail
243,4.757480918470685,67.82168599923422,57.70005789014456,-4.316364340859379,4.373061196322558,1,0,0,fail
244,5.298632791255182,82.73490945125091,53.208782017879884,9.462932468295943,7.657421013933905,0,1,1,pass
245,2.1995553894163358,99.32810621677577,53.0017900172998,6.750818408121937,7.787307912193027,1,0,1,pass
246,3.4982481462385775,67.20248781412161,37.878155690875644,-2.332020300591821,5.04085834571791,0,0,1,fail
247,3.2875820332585657,55.01325328502692,45.86220192978007,-10.474080504160517,7.228723243399502,1,0,0,fail
248,3.020006151139432,84.4712790940861,78.11140104147424,10.3814669602009,7.619271140584234,1,1,1,pass
249,6.6481813604216455,86.98602109713448,62.85627962010226,-0.6765277659878156,8.128360449299425,1,1,1,pass
250,4.607472566441434,75.09197175652841,57.40396372588499,-16.183765656674623,5.237284796060246,0,0,1,fail
251,2.1086740684974323,66.62800110513824,64.91882998020938,-15.323803989699238,5.068486428996106,1,0,1,fail
252,5.376792920582164,89.91568096488069,82.51086018051727,4.376334300729764,8.803179066004109,1,1,1,pass
253,7.18323429551895,82.92054006821947,65.06315781313678,-12.758061927655186,6.013732353616457,0,0,1,fail
254,5.54869789082672,63.473467246447605,73.10561196396557,18.596474936036135,6.3671149899897355,0,0,1,pass
255,1.7209450510689797,75.73642096958507,52.30092736417614,-9.370702843593307,7.759713428503453,0,0,0,fail
256,3.273648890700623,54.7243870196303,55.72055073879921,-0.003607253572761615,5.596958772076623,1,1,1,fail
257,5.900366723779934,85.2883568465688,70.30965327595513,1.5911196616030545,6.680980704296649,0,1,0,pass
258,2.938495801571829,71.06649645925717,93.38980562505671,-7.293777392368456,8.07009315130367,0,0,1,fail
259,4.665729142219343,68.46433751422894,86.44662289272311,-22.398270305779686,5.294677339188975,0,0,1,fail
260,5.161951080144005,74.50688272271348,73.74242104184208,1.9089509761622745,6.399994804725389,1,1,0,pass
261,2.6096042926328753,75.60461548995372,67.27150640241078,-7.532399901022582,5.6479316560130854,1,0,1,fail
262,3.9107119659073,88.4239509234834,86.01604033440756,1.1653842761644315,6.071277497329918,0,0,1,pass
263,0.0,83.86635796987832,76.92017484567685,-1.2233105223870893,8.422778296156807,1,1,1,fail
264,2.463418537998565,72.65386081810796,30.595069664440082,2.6329124807180335,8.68607636075928,1,0,1,fail
265,3.6211477729102595,86.45502224578493,49.19103728217167,15.618701206560598,7.309400955310555,1,1,0,pass
266,2.1283252270527258,81.01105880537419,70.07210488036897,-5.461830127271225,7.638651621552967,1,0,1,fail
267,6.448616955897453,68.60100545570944,38.195486516735414,-4.68844654342496,7.605825881480911,1,0,0,fail
268,1.8547879330590509,73.12922762645272,51.53616492864707,-16.6579730275389,6.193196828692986,1,0,1,fail
